Identifier,Mean_GFP_Intensity,Total_GFP_Intensity,Mean_GFP_Head,Total_GFP_Head,Mean_GFP_Tail,Total_GFP_Tail
A1_03_029,1466.3823994904558,607797908,2347.9792743955777,394584961,865.1893886826141,213212947
A1_03_030,1491.2335971486723,618390713,2404.9457805454153,403193970,871.1290156740827,215196743
A1_03_031,1496.54016278106,621118043,2441.7956439551554,410773514,852.2528625258296,210344529
A1_03_032,1519.5601546092212,630196546,2497.651015892653,419925070,852.6996735538028,210271476
A1_03_033,1550.474382275774,642366188,2571.4175084978233,431201002,856.261373082522,211165186
A1_03_034,1568.7348205644334,649969192,2611.649010727056,438234704,858.8693652216593,211734488
A1_03_035,1591.2663707179365,660633329,2661.8132203852338,448709840,859.4198808543771,211923489
A1_03_036,1607.8746866080382,666972146,2703.5733577314504,455062764,859.6834119685027,211909382
A1_03_037,1647.5128376751577,684277982,2825.524836714159,474566675,847.7191520840155,209711307
A1_03_038,1685.2003946176271,701210199,2886.7806708904395,485712395,869.4861869313482,215497804
A1_03_039,1698.1675632021459,706515822,2902.699641866091,489546100,877.0209544289676,216969722
A1_03_040,1729.2854673401628,719277268,2969.4068291527233,501339802,881.9665646853147,217937466
A1_03_041,1754.6691784823793,729768666,3038.7886928318503,510622858,884.1301671064205,219145808
A1_03_042,1746.6407196269313,727367568,3028.3515681640015,513781042,865.4901552388556,213586526
A1_03_043,1784.8064259033426,743486104,3068.4027218844,519238177,906.6273434057159,224247927
A1_03_044,1740.8019595145583,725809969,3003.335731682924,510501001,871.830354467489,215308968
A1_03_045,1719.7939473980666,717513513,2948.0881568174723,500517563,876.992264541369,216995950
A1_03_046,1724.9498816063194,719738788,2924.4914914210294,498552687,896.2994971168301,221186101
A1_03_047,1690.9314249628635,706898955,2860.9561847970617,488413857,883.3534058931979,218485098
A1_03_048,1703.5772056008575,711986243,2857.2056016876354,488945023,903.6997030092095,223041220
A1_03_049,1706.9277040188335,714187086,2841.770449179468,487463094,918.3942641876291,226723992
A1_03_050,1689.4919757983578,707025360,2811.2760825392374,481470387,912.3653951945636,225554973
A1_03_051,1696.8551052307046,709987932,2784.8141404132543,477776638,940.7017812508861,232211294
A1_03_052,1667.1947362257324,697565948,2722.5622574996946,468027510,931.1904178498986,229538438
A1_03_053,1668.0401835542118,697916353,2707.373567289492,466280120,940.9260456822069,231636233
A1_03_054,1696.6017282123505,710757362,2714.587756453834,467199555,986.7711153336602,243557807
A1_03_055,1651.6103721341944,692227894,2663.251219738321,459618569,943.4761402583707,232609325
A1_03_056,1678.4436884097574,703266227,2674.097219973634,462479766,978.6038707422445,240786461
A1_03_057,1661.1344703478826,696002054,2545.7441045454807,439479442,1041.2552900442038,256522612
A1_03_058,1631.8758672041124,683786994,2438.7571254201207,421580628,1065.2213510351328,262206366
A1_03_059,1667.5402248712246,699581483,2488.021464282003,430970102,1090.537495280357,268611381
A1_03_060,1669.0037277769436,700235521,2376.521596186964,409857291,1175.182644521069,290378230
A1_03_061,1666.2947457699804,699407224,2375.2231608933585,411894574,1167.2085659190095,287512650
A2_03_001,1285.206912135929,548842471,1715.332135526599,295004536,995.1892066728088,253837935
A2_03_002,1257.2884497523646,531326327,1668.1874300326417,283128107,981.5055659911023,248198220
A2_03_003,1255.9781138489298,527615054,1653.3413599500936,278282151,990.3280122970353,249332903
A2_03_004,1235.090678177732,519312402,1620.5407265910071,274018852,975.8111419637671,245293550
A2_03_005,1213.4759220730093,513251776,1581.084079643191,267288588,968.717509629548,245963188
A2_03_006,1201.226002068941,505121540,1558.9527247599303,261698276,963.5297442575711,243423264
A2_03_007,1190.5599584670567,504511688,1555.945655503971,264093768,946.4229140094793,240417920
A2_03_008,1186.4931237767462,501948289,1546.78379350608,262294315,945.4626200301407,239653974
A2_03_009,1172.3627186139397,495179048,1518.2550314668672,258375123,938.9603605103927,236803925
A2_03_010,1177.655815069779,495591719,1522.2620118512173,255867888,948.4810025915449,239723831
A2_03_011,1148.1663761365205,482140321,1484.809053926943,247830964,926.0836762038014,234309357
A2_03_012,1137.327837844929,476828108,1454.7990642508046,244086187,925.5145522580953,232741921
A2_03_013,1106.567454950926,463945004,1413.1180733391832,236729779,902.5717798380882,227215225
A2_03_014,1134.1502389571397,477472714,1436.9375394284218,241442867,933.0349329960075,236029847
A2_03_015,1090.1552720435975,457491291,1383.3046516888714,232370282,894.4909466573954,225121009
A2_03_016,1100.543895465597,463065950,1378.0078030294114,234170378,912.5635278498726,228895572
A2_03_017,1076.256792551175,454266467,1353.267723028893,229737495,889.8756395775123,224528972
A2_03_018,1086.8593456328972,459148078,1354.3329356585612,231582806,904.9760279965004,227565272
A2_03_019,1079.3935564495014,453464027,1336.554123268772,225721270,906.5218189127761,227742757
A2_03_020,1075.2992580829969,452342913,1322.5882453918005,223435413,909.3409976601822,228907500
A2_03_021,1067.2258151941346,448913598,1306.4406356198122,220665662,906.7172605569459,228247936
A2_03_022,1060.90970099952,446432924,1300.0334101723843,219381938,900.8136686622945,227050986
A2_03_023,1053.2325021255836,444713732,1284.8104087472018,218678586,896.843862336034,226035146
A2_03_024,1067.455890854982,450513354,1297.1123882878646,220612875,912.4338357860647,229900479
A2_03_025,1027.271838767042,433251898,1253.597349468713,212359391,875.341814939568,220892507
A2_03_026,1042.9994424977997,439648254,1269.890429565238,215035626,890.6519634083961,224612628
A2_03_027,1038.7699340573813,437765697,1249.8795342905726,211699596,896.9061856529036,226066101
A2_03_028,1050.1652921116715,443758896,1254.2163034563562,214094723,911.8687410913162,229664173
A2_03_029,1045.0018589872786,440713859,1247.282116061409,212291158,908.1258090421894,228422701
A2_03_030,1040.372131757325,439119229,1234.0785139297009,209567511,909.9734323837914,229551718
A2_03_031,1020.6836269496383,430533540,1211.9026994052158,206607596,890.9744834418905,223925944
A2_03_032,1015.7044356932356,428406864,1200.5420731386168,205149830,889.8176738328112,223257034
A2_03_033,1008.2065463045927,428706563,1181.4810744390088,205762018,888.009467818578,222944545
A2_03_034,1005.2180947772448,427935416,1175.1598089278796,203207459,888.9731086453451,224727957
A2_03_035,1004.7444303729316,429209740,1170.2707201086957,203271343,891.3214366022715,225938397
A2_03_036,1002.1858157103993,422910388,1170.5055108570352,199018711,888.600083346563,223891677
A2_03_037,982.9160764712996,414547804,1139.9045234695018,193962734,876.7431517194232,220585070
A2_03_038,998.2006758281009,424786294,1147.3571151272142,198014333,896.4417023429748,226771961
A2_03_039,996.5356008275849,420970520,1144.8339988056625,195544516,895.8701098446913,225426004
A2_03_040,996.2887367022212,425085519,1134.5030286216304,196287176,902.0131557679192,228798343
A2_03_041,1000.4993040210802,423356278,1133.4437523692882,194345933,909.9266727590591,229010345
A2_03_042,988.3127534487986,417241925,1116.4489626167128,190597934,901.3194688576224,226643991
A2_03_043,1021.488963557822,431079579,1141.4261613977678,195332259,939.6778552381408,235747320
A2_03_044,988.7291707376793,419963704,1096.2024851181875,189675916,914.8533018699275,230287788
A2_03_045,993.4615193943386,420833280,1094.1495703341197,187805303,924.8683391676391,233027977
A2_03_046,1017.8701838604788,430431854,1109.9704368606651,190432078,954.9949305638454,239999776
A2_03_047,1005.782766427022,424734016,1092.7791132025839,186936259,946.545383258965,237797757
A2_03_048,1023.6378262155475,436092234,1099.9238452725692,191055672,971.1225770143824,245036562
A2_03_049,1048.54232105596,442708199,1121.2202642399889,191961879,998.9694229198622,250746320
A2_03_050,1036.8752857301572,438638684,1102.6738211419986,189366586,991.9106185710591,249272098
A2_03_051,1060.217928689041,452656864,1118.4417776401363,195018219,1020.0238537340497,257638645
A2_03_052,1056.4773415328636,445979232,1108.4542537807156,189325095,1021.1554088733453,256654137
A2_03_053,1064.3269928711068,451326797,1104.7202944025241,190472559,1036.6497027405098,260854238
A2_03_054,1091.370195909743,461762004,1120.112433585011,192265059,1071.7501938716669,269496945
A2_03_055,1066.8307054430663,452853632,1080.170819500262,185454528,1057.7705413477324,267399104
A2_03_056,1093.6594691569242,460255651,1098.420038501616,186580923,1090.437482319097,273674728
A2_03_057,1104.9443460404855,465989284,1107.9195250349585,188570119,1102.9311331894135,277419165
A2_03_058,1099.407815230784,464874700,1088.165255402693,185953296,1107.033045714694,278921404
A2_03_059,1126.6775885007696,475078252,1108.4079446407538,188207669,1138.994544653244,286870583
A2_03_060,1133.8860677773616,481242791,1111.1898949131448,191072436,1149.3442879437232,290170355
A2_03_061,1145.0391104874222,484681315,1111.0035106370551,190197135,1168.15227653177,294484180
A3_03_001,1034.492247014302,420976275,1295.2264934392772,220223475,847.3692874599536,200752800
A3_03_002,1006.1794335542002,408940501,1238.7624443426262,210884441,838.5419427497237,198056060
A3_03_003,1005.8999650511435,408705203,1232.8051444720672,210257383,841.7508780264341,198447820
A3_03_004,981.2898220587872,397608823,1198.276614735952,204055723,823.9843507209481,193553100
A3_03_005,963.9493894514205,390127669,1167.9607886652727,199985254,814.3423115138849,190142415
A3_03_006,952.501875368839,385750877,1154.0447998132368,197734036,804.7047083848712,188016841
A3_03_007,943.8257223153535,382853466,1140.319495050085,194663941,801.0450985399906,188189525
A3_03_008,935.0331844948563,379654329,1127.0575180418994,193028887,794.9457627840607,186625442
A3_03_009,928.0516725311045,377955540,1107.0834252988395,190602125,796.9399721809853,187353415
A3_03_010,943.0483737966242,383116231,1127.2111422104033,193712362,808.0300893337087,189403869
A3_03_011,918.047201719743,372398503,1099.3860383213905,189172455,784.4554675023869,183226048
A3_03_012,913.1799412422712,371440507,1090.2075269755403,187423027,783.5866121614716,184017480
A3_03_013,890.7189388810242,361787765,1063.9849114417698,183341624,763.0501327723115,178446141
A3_03_014,920.4161798548415,374359032,1089.728601337362,187900813,795.8131234021486,186458219
A3_03_015,877.6666985584897,357761521,1043.2300617572805,180579994,755.471673254282,177181527
A3_03_016,893.5593359158827,363298887,1054.1057898498927,181387362,775.7487270680347,181911525
A3_03_017,867.5066258064993,351870230,1023.8220554003724,175933582,752.6025383815786,175936648
A3_03_018,881.7770416977817,357783680,1031.8105095633891,177643720,771.1933078181055,180139960
A3_03_019,880.4657826254103,357282449,1027.6087905218867,177547164,771.3596568402351,179735285
A3_03_020,877.041481288265,356408609,1023.2561623582138,177174758,768.4919949577238,179233851
A3_03_021,872.202006103824,354949584,1014.8474986256185,175370722,766.9295802317288,179578862
A3_03_022,872.3796713128534,354433030,1013.7055144902711,174579350,768.3953106842573,179853680
A3_03_023,869.8915307202086,353532617,1011.8419816940287,174112709,765.6556126912326,179419908
A3_03_024,885.2081595104097,359876066,1021.8660910254406,176452771,784.3060158124061,183423295
A3_03_025,844.578230440548,343929147,977.6784567216599,169247873,746.1567908828404,174681274
A3_03_026,863.0354199208197,351403858,997.7231183886394,172132181,764.0058342957719,179271677
A3_03_027,862.9508179800795,351149358,994.5303433444052,171565435,766.1168688781953,179583923
A3_03_028,879.7384665102636,356613424,1013.2284826484681,174452614,781.1757466078872,182160810
A3_03_029,878.7100845608226,357154350,1008.3622167007245,173696442,783.3486680017251,183457908
A3_03_030,877.478965546041,357216422,1008.722264080956,174042922,780.9371749177169,183173500
A3_03_031,860.8048529820343,350105689,990.3954361841268,171134389,765.0798332798975,178971300
A3_03_032,858.9900785997017,349608103,987.8892973360383,170917691,763.6799295684357,178690412
A3_03_033,859.213352132465,349795207,985.3960172531947,171113033,765.3587050569257,178682174
A3_03_034,858.3440351636249,349160620,981.8429191566778,170540224,766.3151400746493,178620396
A3_03_035,857.0094694034202,348346068,982.4612952078123,169320327,764.662063692744,179025741
A3_03_036,855.117411651988,348079818,977.6209602555454,169551736,764.1749578378749,178528082
A3_03_037,838.3505022992832,340731633,959.35859030837,165508544,749.1015343442591,175223089
A3_03_038,858.43352815065,347954871,982.4217222842782,168866505,767.1412856769573,179088366
A3_03_039,857.9087892434126,348249199,981.4008279578009,169027646,766.8971060818068,179221553
A3_03_040,858.1760467802839,348404886,980.1290844537571,168395978,768.700524825663,180008908
A3_03_041,860.0840466849455,349450428,982.8539404533142,169809641,769.2539032056387,179640787
A3_03_042,842.0691713768517,341909556,965.5926715152638,166753992,750.6484728228029,175155564
A3_03_043,878.474563298896,356961111,1001.1730440476812,172765424,787.9051882333315,184195687
A3_03_044,844.1287095345863,343155203,966.6454206559616,166991863,753.5883746994858,176163340
A3_03_045,843.6060236320026,343625198,965.9469351577752,166740794,753.6296024881769,176884404
A3_03_046,861.6749008993963,350841276,984.3434333491598,170002017,771.314272187532,180839259
A3_03_047,848.1063495824202,343645908,969.3322648828189,166930648,758.4996995450254,176715260
A3_03_048,865.0488812061845,351302406,988.0119048993683,171129590,773.6025865067131,180172816
A3_03_049,884.8127720655152,358758841,1006.1493965851878,173662392,794.8761455282528,185096449
A3_03_050,868.6542608061962,352829119,991.1699641173981,170983757,778.2077527474408,181845362
A3_03_051,888.8379957485276,360847783,1010.6162417418815,173777484,799.3603204785813,187070299
A3_03_052,871.9168475415356,354712340,994.589804854003,171502093,781.6670378524132,183210247
A3_03_053,874.2321028682321,354084109,998.5580956034503,171795929,782.4232226938909,182288180
A3_03_054,896.4411594860987,363250508,1017.537527998371,174899438,807.233862914597,188351070
A3_03_055,860.4852540181046,349335501,982.3691800720777,168730748,771.1033960105202,180604753
A3_03_056,877.1076761215801,355979413,998.4842689446768,171819173,787.7636712066252,184160240
A3_03_057,878.0889738138832,357290013,1000.3648104058998,172272824,788.3639303747576,185017189
A3_03_058,863.2312582298083,350073078,987.3957123872141,169401558,772.1863112995461,180671520
A3_03_059,882.7493177917444,357456095,1005.0907338726163,172086610,793.1263263734382,185369485
A3_03_060,884.3045084048738,358672140,1007.8838115459323,172788577,793.8280200374955,185883563
A3_03_061,885.4536253921152,360456660,1008.0036034681211,174272735,794.9851194288593,186183925
A4_03_001,1047.6621797473933,451652404,1348.8976409640193,237983313,838.9807128244796,213669091
A4_03_002,1035.645941654906,446172842,1328.6226798521445,234713154,832.0041863887283,211459688
A4_03_003,1032.3425955169948,444530851,1305.737130600572,230112666,842.9315530011165,214418185
A4_03_004,1017.4164036021627,437678293,1279.6227234384642,226028719,834.7482104050894,211649574
A4_03_005,1006.2930123311803,435284118,1260.3066438270978,222930601,830.5570996104444,212353517
A4_03_006,997.0598706061046,432593369,1251.2076416397188,220158743,823.6709652904867,212434626
A4_03_007,984.8408773776024,424882021,1226.8032150870515,215972572,818.0433202676827,208909449
A4_03_008,983.4416774205571,422193479,1220.1991063916869,214652546,819.0702446070422,207540933
A4_03_009,973.6753320494013,420128248,1202.5109453102446,212424761,815.0476659498657,207703487
A4_03_010,982.3216522485914,422073162,1201.3098878290555,211836583,829.888876608074,210236579
A4_03_011,960.2059048446969,413102665,1177.1164264476852,207849333,809.205402762884,205253332
A4_03_012,952.9925554620403,409895440,1163.2362921849503,206017290,805.8201946981704,203878150
A4_03_013,933.1985577292263,401031815,1138.1104380715817,201604883,789.500085115143,199426932
A4_03_014,966.5307950312574,416977816,1171.3036929084678,208162921,823.0845138708228,208814895
A4_03_015,929.0983252534156,400543579,1131.950039959028,201127147,786.8760831478763,199416432
A4_03_016,945.2434169714365,408364061,1148.9749440089586,205206925,801.6618104332729,203157136
A4_03_017,924.0616418562607,399700091,1127.2892322684709,201279747,781.1978346030434,198420344
A4_03_018,942.312524600488,406986664,1145.0392773683263,203835312,800.1676027823511,203151352
A4_03_019,940.6175401892588,408236478,1147.1214169988284,204620077,796.5215661576016,203616401
A4_03_020,941.2307452318059,407280897,1143.2010566660902,204910787,798.4049663073839,202370110
A4_03_021,941.9464792302817,408734126,1148.474715723179,205332349,797.2225893438061,203401777
A4_03_022,944.6677049422224,409732613,1156.5140406224918,207487871,795.2247605416712,202244742
A4_03_023,950.8870403710457,412495749,1171.1397771506965,210001758,795.6948331348949,202493991
A4_03_024,972.9080537699402,423324942,1196.0664942823387,214626956,816.2819348454447,208697986
A4_03_025,938.9190889889977,408089915,1168.2458156382713,210441960,776.6036353206052,197647955
A4_03_026,965.2321504503903,419940656,1208.1267219621752,217320251,794.013774320591,202620405
A4_03_027,979.5045911132934,426909240,1239.7828113555147,223423740,796.015725853773,203485500
A4_03_028,1011.2269011267296,440846390,1292.9447413151433,232763670,813.0581496213749,208082720
A4_03_029,1028.7268170253099,447181375,1331.6600924020654,240096983,814.0269738005857,207084392
A4_03_030,1050.2804126507617,456915041,1383.6413088070608,249578452,814.1606318939147,207336589
A4_03_031,1049.7342267979693,457193897,1410.0698911340983,254772838,794.269062043853,202421059
A4_03_032,1076.1550272309778,468899040,1475.8487503949184,266268204,793.6969682726204,202630836
A4_03_033,1107.9097248354794,482840353,1546.1619389984237,279569271,797.150876284819,203271082
A4_03_034,1152.8525524015513,502103025,1652.4907214678253,300095620,795.5271158473431,202007405
A4_03_035,1194.4743742250155,521147975,1752.045483374605,317679135,797.9796062436269,203468840
A4_03_036,1236.7469636417477,538772737,1848.8806439725206,336143141,798.2948926044407,202629596
A4_03_037,1260.8475930917623,549147039,1931.6709555480859,350553850,781.6752236667572,198593189
A4_03_038,1339.713273937692,582990968,2093.301258987851,379923712,800.530051327336,203067256
A4_03_039,1388.507205371444,605092001,2211.7256918216453,401138477,801.6505343589462,203953524
A4_03_040,1449.4135756803987,632841506,2355.0337439683963,428029738,803.5993847795721,204811768
A4_03_041,1544.3870868815955,674821482,2576.1194054355797,470713690,802.8501547817126,204107792
A4_03_042,1589.3874901003924,694381143,2703.7273815968633,494433330,787.1496289589197,199947813
A4_03_043,1687.9243038745772,737060842,2886.04347659437,527069462,826.6075421193513,209991380
A4_03_044,1696.1240961898727,741506444,2947.077652114166,540440994,792.235662641108,201065450
A4_03_045,1712.0318666343512,748763985,2985.24532225667,546920825,794.2016006547418,201843160
A4_03_046,1747.6337673198552,764848423,3036.864204721752,557881065,815.0085963496033,206967358
A4_03_047,1813.8154459264608,793756474,3219.187511253949,589977276,801.182623806753,203779198
A4_03_048,1867.4324004298337,818512428,3316.992197326509,609182202,822.0182129477644,209330226
A4_03_049,1906.7813813950836,835789949,3381.428966704249,620820214,843.9187486259854,214969735
A4_03_050,1931.3608403434123,847428990,3450.29473632876,636744993,828.7304435047694,210683997
A4_03_051,1964.6218330611537,861360938,3504.84406755714,644968415,850.5527329470863,216392523
A4_03_052,2022.4237867395761,887641800,3654.7957908992416,674675303,837.4616476602438,212966497
A4_03_053,2004.9390859118614,877920722,3597.3677973360514,663581256,845.8008413044165,214339466
A4_03_054,1986.0946623603393,870137863,3516.8468380354375,650824159,866.6607549317147,219313704
A4_03_055,1896.1294104770634,831562722,3349.4068650181707,621187696,831.206443404874,210375026
A4_03_056,1863.3906445460698,817780662,3240.22435755756,601071339,855.3279984528189,216709323
A4_03_057,1929.5031425177986,846397778,3393.218765008391,628807549,858.8590752640637,217590229
A4_03_058,1877.280226253934,823748686,3287.157885349217,608170229,849.4531079457021,215578457
A4_03_059,1882.7003658289811,828054923,3257.7978854682524,604559327,879.0387256637168,223495596
A4_03_060,1882.6654406085004,828681551,3250.040724689242,602928055,886.5246259571961,225753496
A4_03_061,1995.679834510696,878879438,3502.272978687916,650921949,895.5875796553702,227957489
A5_03_001,1461.975807891931,540261464,1903.4867172735892,299150069,1135.2669234354914,241111395
A5_03_002,1419.8636634925074,528135328,1873.0824131992808,295849621,1085.3762230508285,232285707
A5_03_003,1387.979566130161,515689928,1809.0356413998775,286317880,1075.5058072199897,229372048
A5_03_004,1353.5071010292686,497865931,1759.5513903767044,277592106,1048.56846018727,220273825
A5_03_005,1318.1487962665476,484121781,1705.866621144873,269810100,1024.88513591063,214311681
A5_03_006,1295.695269484931,474890456,1676.569950557342,263814988,1009.1579078217633,211075468
A5_03_007,1280.0980634561959,469061213,1656.325003027464,259872424,998.3763059051491,209188789
A5_03_008,1263.2178271126647,466920679,1626.3136417616292,257458460,991.2086835131554,209462219
A5_03_009,1238.0036090648039,458282938,1590.602484984699,250529435,976.8682578418511,207753503
A5_03_010,1237.9983500938554,457710274,1583.3006916452043,250207425,980.2249951579912,207502849
A5_03_011,1201.79813148019,442895060,1536.209286913493,243393927,949.6029444663928,199501133
A5_03_012,1187.4451370353493,437768274,1509.7838729035723,239006336,944.8701410445952,198761938
A5_03_013,1156.2558279933185,427098934,1477.9677024202663,234067223,914.798876830482,193031711
A5_03_014,1182.4762838326544,434874573,1496.481423825344,236481477,945.8956331856909,198393096
A5_03_015,1128.4646982025417,416615625,1435.0289953476677,228255712,896.405586118937,188359913
A5_03_016,1132.6696227054122,418040041,1431.10263916695,227313481,907.1978766820303,190726560
A5_03_017,1099.6588136864423,406135890,1388.641647097236,221157846,880.566885803101,184978044
A5_03_018,1105.559546375226,408274296,1388.6749707396268,220685449,891.6921625295902,187588847
A5_03_019,1093.2188591667746,405575451,1370.669498933969,217937821,885.1207362576713,187637630
A5_03_020,1082.844289526567,400903607,1355.9252853033522,216360930,876.0006503216007,184542677
A5_03_021,1071.7576471600873,398449484,1336.2876831124754,214185535,871.273779126948,184263949
A5_03_022,1063.4759492100814,394401754,1323.6999183714163,212431334,864.9688655657911,181970420
A5_03_023,1053.5245105029637,391549759,1308.7842673553848,210302000,859.108123352862,181247759
A5_03_024,1061.2209607151613,393883833,1305.626915034221,210413528,873.6597984781097,183470305
A5_03_025,1018.1286074855916,377160652,1257.2586708978906,202054041,834.8945621856152,175106611
A5_03_026,1027.2837934064398,382304691,1264.4663764961915,203357805,846.7812100735357,178946886
A5_03_027,1018.4112627526986,378329600,1251.7095514748464,201015792,840.7602194436147,177313808
A5_03_028,1030.4475019526515,382594853,1254.6532228395408,201209992,859.9740232032202,181384861
A5_03_029,1024.8905109291686,379041407,1244.0931554344797,200939706,854.9387771756088,178101701
A5_03_030,1017.790287284698,378122323,1235.4998728926532,199262655,850.7728033791241,178859668
A5_03_031,993.915870697183,368778569,1204.4847240798533,194519465,831.6269161019376,174259104
A5_03_032,988.3086923908069,364959669,1189.7210336806156,192301749,831.5213276761333,172657920
A5_03_033,982.0375800581063,363703510,1187.3248075150125,190603626,824.9765708403233,173099884
A5_03_034,977.6479177555188,362889220,1177.0802337739935,189119127,825.4405466515927,173770093
A5_03_035,972.1969692490843,361772964,1170.1812710774907,188414397,821.1920409652023,173358567
A5_03_036,968.2048454770793,359749097,1159.2985842667442,187438873,820.9940156279779,172310224
A5_03_037,945.3043865987273,351930206,1133.7551014102264,183461983,800.4191614205963,168468223
A5_03_038,962.5855109262311,356358782,1147.7172204877747,185648999,818.9287040368425,170709783
A5_03_039,957.7943361688382,355801440,1143.3044829751389,183903956,816.1227383004078,171897484
A5_03_040,956.0876413166978,354262022,1133.6639268899214,183718175,818.0502647786795,170543847
A5_03_041,954.3066026184421,354615562,1134.7147390691114,183428907,815.3958693550154,171186655
A5_03_042,933.1398989084261,347072054,1107.1763217340856,179386922,798.8125458512371,167685132
A5_03_043,969.6888662158378,360204505,1139.8656964425804,184529438,838.2363856720918,175675067
A5_03_044,934.5433585164465,346111871,1105.3981386937642,179708997,800.8608817017999,166402874
A5_03_045,931.2068970165955,345370670,1100.3423315312195,177883542,800.5196751791151,167487128
A5_03_046,948.1881795214662,352419738,1116.0157590388155,181221987,817.9773476544956,171197751
A5_03_047,931.5366529397813,345644812,1098.671930441651,178040885,801.9441762321948,167603927
A5_03_048,947.3441909211168,351624796,1109.7419249229401,179652791,821.7238224023089,171972005
A5_03_049,966.0184115552656,358409253,1124.0288645463659,182752481,842.7614642805738,175656772
A5_03_050,949.3110361762748,352183952,1112.2300887133488,180788552,822.2650796620659,171395400
A5_03_051,965.1237924001717,359643730,1121.9210327013898,182210073,843.9937830291441,177433657
A5_03_052,952.0549299295935,354148249,1106.5939875922757,180333876,831.568141804612,173814373
A5_03_053,947.7892291089491,353055279,1103.1140283728223,178689029,828.2724042599683,174366250
A5_03_054,967.6450109759875,359252725,1122.7043039319872,181711937,847.8021326278694,177540788
A5_03_055,937.3313696770986,348776316,1089.6765614919045,177339412,818.9009027943636,171436904
A5_03_056,955.1001230646868,355451972,1106.7594000233885,179818520,837.5902026334238,175633452
A5_03_057,955.3705779005674,356176482,1107.4863274320041,181036360,836.5940224218888,175140122
A5_03_058,942.9048224923848,349789402,1097.1857767017138,178548333,822.3373800045141,171241069
A5_03_059,958.0112541403191,356334202,1112.9497800722004,180660686,838.0330493354832,175673516
A5_03_060,961.3700039242881,357670019,1117.1637416810452,181293332,840.8419399128536,176376687
A5_03_061,964.9836536468358,358451863,1117.6688167383702,180553809,847.480653982107,177898054
A6_03_001,998.2223127675185,368710381,1211.3765012414553,197593678,829.6486967399104,171116703
A6_03_002,972.3053371145346,380570032,1194.3216295227144,195281141,813.0200305394424,185288891
A6_03_003,977.0371184091747,384224732,1191.9687427842255,196162296,822.3645451166452,188062436
A6_03_004,955.3209379191176,380368674,1159.4440812133664,191876401,810.1340665669537,188492273
A6_03_005,943.571619742266,377232385,1146.5063265885994,189647051,800.3504324192867,187585334
A6_03_006,932.0951969180871,371880817,1123.1252880548252,186664546,795.6982411973949,185216271
A6_03_007,925.4902370902265,366815279,1115.804581146311,185157728,788.4236999036483,181657551
A6_03_008,918.665486841509,364925166,1102.4337575845482,182417509,787.4651890268633,182507657
A6_03_009,912.6184456134397,365708114,1091.9608348533325,182592231,784.191971187406,183115883
A6_03_010,925.367087943914,370635429,1101.4723700735601,184177195,799.1592333210468,186458234
A6_03_011,905.1490482828539,357126557,1077.1829117123189,179010565,779.9584526593276,178115992
A6_03_012,903.3891443060547,356639063,1072.5125231353509,178478954,780.1482219409985,178160109
A6_03_013,884.0508369954531,348024293,1053.5748855935533,174281304,761.19267385466,173742989
A6_03_014,914.3386932920912,361814793,1078.2813025577343,178875007,796.0029500963785,182939786
A6_03_015,877.9785002541553,343722437,1038.2999559314462,171995426,760.3856280054197,171727011
A6_03_016,893.7229677455837,347714539,1047.415393725528,173343058,779.9517862654149,174371481
A6_03_017,883.2076023550774,324919712,1026.6902413774314,169585614,766.2910773571967,155334098
A6_03_018,888.5354082104506,345871293,1041.484244727066,172134433,775.6733130340831,173736860
A6_03_019,886.7881210619269,344952598,1032.737409358798,171902240,777.6216106912078,173050358
A6_03_020,883.5558381034396,348845516,1030.3748176578904,172348735,775.6327388904514,176496781
A6_03_021,998.2839243030921,196710849,1051.2913923579247,158091097,827.4892759958004,38619752
A6_03_022,883.3955853525454,349704510,1026.2403724935182,172576686,777.8999736495389,177127824
A6_03_023,904.1944870370316,308408985,1027.5264290141838,169083584,789.2314807996239,139325401
A6_03_024,912.176547977412,332112535,1040.0430557138657,173365817,804.2002563362158,158746718
A6_03_025,861.3498481291232,339728439,997.7254588891338,167469216,760.3148925464441,172259223
A6_03_026,875.7162038972355,347748656,1010.6711167996966,170559847,775.9765309205887,177188809
A6_03_027,874.1530128023909,346318444,1004.60066198453,169359598,777.5266529579247,176958846
A6_03_028,891.895774725647,355405304,1018.6121777161197,173280192,797.5036541737276,182125112
A6_03_029,892.8531074882789,351166270,1018.7960123427487,171687504,798.4357083118316,179478766
A6_03_030,890.4003177263801,355906363,1016.7112055536942,172963927,796.8084357605164,182942436
A6_03_031,875.7340430354499,347725965,999.4583436268455,169917913,783.0952972368293,177808052
A6_03_032,873.6987232414363,347082060,997.8922843213453,169478034,780.9516577257937,177604026
A6_03_033,877.0459426307799,348927466,999.9094933769188,170071606,785.2924827776973,178855860
A6_03_034,878.9443056911069,343123157,1000.0321619198594,168434417,787.0563905709342,174688740
A6_03_035,876.2575939898941,347347634,997.2325841571916,169361007,785.5770761978744,177986627
A6_03_036,876.355883404054,348209494,998.401593480469,170046761,784.7921671754347,178162733
A6_03_037,858.3435472757113,342560618,982.6721385533333,167493518,765.6620657079878,175067100
A6_03_038,879.857109821359,350039713,1003.090411793301,171268660,787.2047636241941,178771053
A6_03_039,882.0605167792646,351472890,1004.0956005533601,172018646,790.0218092810509,179454244
