Identifier,Mean_GFP_Intensity,Total_GFP_Intensity,Mean_GFP_Head,Total_GFP_Head,Mean_GFP_Tail,Total_GFP_Tail
A6_03_040,882.0613732548157,351397374,1005.6296759854954,171942562,789.1523029700707,179454812
A6_03_041,882.7809110574568,351365341,1007.8907460658628,172096337,788.7861417156535,179269004
A6_03_042,865.3455817649875,345169911,988.3472838994672,169370109,772.6988317202458,175799802
A6_03_043,902.4899207918804,359591694,1024.8055138313355,175341149,810.4375470096372,184250545
A6_03_044,868.5944592066718,344534941,988.218219444705,168566311,778.3398501428685,175968630
A6_03_045,872.4031727965785,347993774,994.3516614062263,170752056,780.2196514489212,177241718
A6_03_046,889.3024416646621,354895704,1012.839706841909,173851910,796.0628341775714,181043794
A6_03_047,873.0920368658515,348518260,996.5662628188732,171421356,779.5959060594722,177096904
A6_03_048,892.6722239492975,356065526,1015.5319246429939,175083797,799.1421777718903,180981729
A6_03_049,916.3959982261107,365754720,1038.4213150767728,178677002,823.9240278872707,187077718
A6_03_050,899.0729545814211,357918246,1021.695118473206,175538460,805.9702588759358,182379786
A6_03_051,916.1190208187817,364620867,1037.0523169690316,178521297,823.9488982259157,186099570
A6_03_052,902.4384691976053,359819364,1024.4901295371353,176604682,809.4809575144917,183214682
A6_03_053,902.4820465364237,358887328,1025.9652772533186,176604533,808.2347294397248,182282795
A6_03_054,921.7108701702829,367584747,1043.622600896861,180364076,828.476033489393,187220671
A6_03_055,886.4588766625875,353498525,1011.094697254607,174752552,791.1179157390646,178745973
A6_03_056,911.4960527706079,362314212,1035.3824393017965,178425385,816.6811463542454,183888827
A6_03_057,912.0820282526385,362538925,1037.9102922254808,179078966,815.5697075311074,183459959
A6_03_058,896.0070363864492,357058804,1024.233731201593,176940474,797.8804940065384,180118330
A6_03_059,915.8591383634838,364414856,1045.4352569773291,180811164,816.2304426494059,183603692
A6_03_060,917.517471258016,365273798,1044.4325634757743,181158917,819.5304038565114,184114881
A6_03_061,921.1070279131324,367477491,1052.8466118563392,182484639,819.9056495898097,184992852
B1_03_001,1836.2699608873647,723942087,2689.148047439634,453938947,1197.6612166322159,270003140
B1_03_002,1824.4625519233784,721199100,2681.9875332348597,453926390,1182.392410327193,267272710
B1_03_003,1843.1108987534096,729059104,2705.7578909570398,459648739,1193.7662674305768,269410365
B1_03_004,1833.9357152445186,724105676,2696.494340555526,458115513,1182.4728065651896,265990163
B1_03_005,1796.8994408582482,707329699,2664.3292638548137,453932434,1134.961883859987,253397265
B1_03_006,1758.6786405985606,690119568,2614.7142823720706,447045545,1097.72178291598,243074023
B1_03_007,1691.8945588585138,661410648,2453.5802219920774,419334035,1100.2382170873823,242076613
B1_03_008,1671.782069784342,653339120,2430.0383343188164,415082138,1083.030587614948,238256982
B1_03_009,1615.6864087895008,632046829,2346.8233707392833,401949826,1046.275932157148,230097003
B1_03_010,1595.7304378587194,622499231,2277.7903253109803,390215094,1061.6762054938526,232284137
B1_03_011,1532.4532080999745,597318079,2177.0741030506497,372878367,1027.1652326730862,224439712
B1_03_012,1486.1769506701162,579619414,2062.7959674694443,354087179,1032.8790307437955,225532235
B1_03_013,1419.6525663902592,554526230,1950.844791097364,335533599,1001.7365435724316,218992631
B1_03_014,1410.3491973182433,550306974,1912.01938293209,328880718,1014.8555400233747,221426256
B1_03_015,1342.9863425006724,524214574,1790.6711721138977,308020511,990.2577534914186,216194063
B1_03_016,1307.2808641659067,510346762,1714.3080532620072,294826699,986.7773295849969,215520063
B1_03_017,1262.7309083735158,492846399,1652.222269258426,284915817,954.4317032195283,207930582
B1_03_018,1242.5543608889618,484910567,1595.6324650256877,273623842,965.7938702747177,211286725
B1_03_019,1213.0096287729789,473045856,1530.58497908753,263118272,962.6614573302151,209927584
B1_03_020,1169.9977218157896,457073650,1450.152072105449,250509420,947.9119381410183,206564230
B1_03_021,1153.4289266144312,450460133,1415.571093560005,244471959,945.60257622637,205988174
B1_03_022,1138.2555047278304,445399379,1385.0619104318876,239626791,942.6483242629139,205772588
B1_03_023,1122.2638675709666,445281757,1375.3706614086468,237162040,927.7143080022823,208119717
B1_03_024,1121.9322934333659,449823046,1374.075187270274,236263984,932.6049032280604,213559062
B1_03_025,1073.8271851311301,432625644,1319.4122305758578,226738353,891.1558082360173,205887291
B1_03_026,1076.3949412581173,434282303,1308.026022778621,225788836,903.1868854021366,208493467
B1_03_027,1069.5589064604046,431290003,1299.3802178016554,223720789,898.3113655838591,207569214
B1_03_028,1075.8539029666408,434672949,1297.303147278734,223823712,910.8115777378442,210849237
B1_03_029,1063.9007988919393,430145732,1281.7652645782343,219434368,903.9022448340504,210711364
B1_03_030,1055.1237177886505,426773276,1269.986230476157,217666750,897.1294726364744,209106526
B1_03_031,1028.6861498956828,416633321,1231.068713816806,211156599,880.0161119010502,205476722
B1_03_032,1015.0284086568907,411925934,1196.0175030056846,204928031,882.7767362517858,206997903
B1_03_033,1009.3917787113812,410126983,1185.15100514259,202803040,881.5130808576858,207323943
B1_03_034,998.7034556518532,406197663,1168.1034693806175,200397495,875.123499470589,205800168
B1_03_035,994.2510852254742,405176208,1155.065121618629,198211485,877.2776993603683,206964723
B1_03_036,987.6551550481862,402041821,1143.2514525103709,195394249,875.0468842629448,206647572
B1_03_037,966.9480193772033,394420031,1124.5408033851352,192410056,853.0790621661226,202009975
B1_03_038,980.8928103136161,400969363,1142.891293307259,195782993,864.0335614275186,205186370
B1_03_039,979.0110970607586,400265750,1144.1709008819332,195639494,860.2838488348139,204626256
B1_03_040,978.219463466826,399541023,1138.426135461914,193679300,863.8473026503516,205861723
B1_03_041,973.272033381323,398856612,1130.439600704639,192513864,861.5203874577262,206342748
B1_03_042,955.9320128885056,391317461,1113.930888890194,189692405,843.3865794383141,201625056
B1_03_043,993.0362074390628,407116047,1147.4611234715023,195466560,883.2566312222482,211649487
B1_03_044,953.7282077529583,391309915,1108.61778491247,189223318,843.3944894015717,202086597
B1_03_045,949.9039128052123,390006799,1103.1766004802905,188345341,840.7990910796556,201661458
B1_03_046,973.4572997653686,399537053,1128.8676704297975,191787844,863.6891995826006,207749209
B1_03_047,953.349023588812,392553854,1107.6956782184322,188615097,844.5158601326785,203938757
B1_03_048,971.5285577075051,399545977,1127.270646906943,191227938,862.1828720661211,208318039
B1_03_049,992.3210594346637,408417517,1145.0186766494867,194835233,884.6954216528111,213582284
B1_03_050,972.7448941935108,400658058,1123.3555477239354,191251282,866.6279414320833,209406776
B1_03_051,989.9862921864978,409057386,1138.060228295031,194815426,885.2498006305447,214241960
B1_03_052,973.2330637043864,401259126,1122.784132017853,191187682,868.0100159081048,210071444
B1_03_053,977.2068010783971,403062626,1129.5120562134516,192573899,869.8923713998785,210488727
B1_03_054,991.277367934438,409562105,1139.5751937984496,194781890,886.6385748077328,214780215
B1_03_055,957.9472300483085,396794196,1109.219116368677,188846773,852.3797779153225,207947423
B1_03_056,978.288195276368,404227704,1125.2240659024274,191503009,875.3814483473795,212724695
B1_03_057,979.5716606864803,405139084,1126.3975007086838,190730636,877.787799885368,214408448
B1_03_058,958.6985127002529,397776476,1110.844184641376,189366719,852.5938954844094,208409757
B1_03_059,977.4862299500695,405438806,1132.0004930416562,192860056,869.7771331309378,212578750
B1_03_060,975.5915874092569,405586593,1127.0904578338702,192093408,870.3314906991818,213493185
B1_03_061,979.2400475684941,406777295,1131.416973107605,192605637,873.5745756973818,214171658
B2_03_001,1757.3535043704046,731626683,2751.851015945383,474421867,1054.4551782947008,257204816
B2_03_002,1750.8079532247823,730638421,2708.1227949768013,477447465,1050.5282121711277,253190956
B2_03_003,1771.4676521847678,737933194,2745.205378583541,482425922,1060.9357228275312,255507272
B2_03_004,1782.7885197903488,739812666,2817.440202612014,482802188,1054.9949222742628,257010478
B2_03_005,1794.8093977322644,743650557,2799.3553786953194,490318292,1059.1699347771553,253332265
B2_03_006,1803.467424569436,743688648,2839.895278000311,492741710,1050.6070024575167,250946938
B2_03_007,1762.7617834863286,719145111,2744.9294528616583,470684033,1050.6153637981995,248461078
B2_03_008,1748.839665722338,714231366,2716.7910265973564,466190473,1047.4390241842514,248040893
B2_03_009,1710.0490345454014,700347162,2660.9828127026803,451308007,1037.8966725846649,249039155
B2_03_010,1712.2119091189672,704546093,2596.8785187458093,457014263,1051.1039631078104,247531830
B2_03_011,1647.9544415622554,673420103,2556.157854351434,429733590,1013.1526423668422,243686513
B2_03_012,1630.6273647411108,663269095,2496.290806721618,430952156,992.2985605672304,232316939
B2_03_013,1581.239979711919,648455447,2412.664633971278,420172784,967.5454056115962,228282663
B2_03_014,1584.3910325437444,642982322,2380.2791504117904,411847800,992.8544145568261,231134522
B2_03_015,1467.951096208282,598451367,2187.419022606422,371465311,954.2882800314472,226986056
B2_03_016,1461.8995378599361,596286893,2171.1559104456596,370060498,952.7688773211029,226226395
B2_03_017,1405.3261543194953,575519004,2079.032518698546,353296233,927.4972286451247,222222771
B2_03_018,1392.286761261613,570681636,2031.2599135268683,345304029,939.4922194478372,225377607
B2_03_019,1363.850125628447,559638169,1972.8123172859298,334715229,934.5582595471865,224922940
B2_03_020,1394.6849868071272,564518274,2016.1174188813754,346153248,936.9034586027434,218365026
B2_03_021,1330.4418482275187,551172788,1926.4345668242422,326827330,917.1032196350317,224345458
B2_03_022,1330.3258519302217,540684336,1901.1199058590364,322302561,921.8427206760745,218381775
B2_03_023,1291.832896782972,531666747,1811.304288776432,306742570,928.6290754755152,224924177
B2_03_024,1286.9661242716252,523665229,1771.2723114846603,298202550,945.1618108189684,225462679
B2_03_025,1224.8975042225486,499671214,1681.671690471497,281516886,906.9885500943765,218154328
B2_03_026,1241.5733363485083,505110522,1680.1651179580335,288578440,921.1191406997767,216532082
B2_03_027,1218.038278369835,495923067,1644.3323748875443,279646674,912.2429918762285,216276393
B2_03_028,1223.425580683474,499591953,1630.8446223748451,279246263,929.2307075955079,220345690
B2_03_029,1205.9321738107376,492001032,1602.3247167703846,271127763,925.026778347817,220873269
B2_03_030,1188.3154515236267,486907503,1568.0473757794205,265810687,920.3585578760267,221096816
B2_03_031,1158.1645517116863,474684165,1519.0614824511167,259944839,899.4807088972384,214739326
B2_03_032,1157.1078394095825,474745147,1515.1257017201963,260448593,898.9439608703494,214296554
B2_03_033,1141.4921964923233,468093988,1487.008082986101,255163152,892.8778708219241,212930836
B2_03_034,1132.411852965083,461144152,1466.2484053302094,250325259,891.4193481551641,210818893
B2_03_035,1126.335277892501,458166159,1457.5956761893449,245415384,892.3885095173779,212750775
B2_03_036,1115.5062997112377,456227575,1440.5842752649824,245595129,883.1400982792742,210632446
B2_03_037,1097.0751336728042,447701003,1422.147422879516,243000908,862.9233781727279,204700095
B2_03_038,1109.2974281643665,453150218,1446.57974912513,244715003,870.8968011231167,208435215
B2_03_039,1100.4593780801647,447707592,1425.669078862352,242714458,866.4451902227895,204993134
B2_03_040,1094.8147271772707,448343053,1414.5917116548646,242115859,865.1957509471008,206227194
B2_03_041,1077.4481313485921,443485193,1385.9619912923788,234611488,861.9391119547724,208873705
B2_03_042,1053.5590876124165,435794181,1349.7412543771452,233583522,840.5061850013717,202210659
B2_03_043,1085.5571870450797,448169028,1374.4059661359731,239213984,875.0284508245463,208955044
B2_03_044,1052.1227693582184,431812227,1343.5620927514092,232175591,840.1720269007718,199636636
B2_03_045,1038.2167746588927,431820312,1329.4019908072228,230514317,830.0319756894049,201305995
B2_03_046,1061.1391502896076,436389231,1347.5122503436564,233305576,852.9056352579502,203083655
B2_03_047,1034.600143874366,424268827,1334.9607527392866,224663215,825.5397786490645,199605612
B2_03_048,1049.783935181278,435340149,1337.5271880540652,232349873,842.3567032811987,202990276
B2_03_049,1068.4433935786697,441598339,1355.1649425121748,235141445,860.9724723201067,206456894
B2_03_050,1037.9555433364444,430389304,1320.7210544442044,226256686,838.8850816559683,204132618
B2_03_051,1058.811357169189,439441654,1339.0627632372798,233043788,856.4297877990689,206397866
B2_03_052,1034.6569921099763,427499576,1314.5601742699066,223581709,838.8264328524593,203917867
B2_03_053,1042.8553801163946,432213498,1329.6615077470096,231107137,835.7041800509469,201106361
B2_03_054,1054.9913645593579,435902387,1332.5939546106315,231408938,853.7350497645369,204493449
B2_03_055,1023.2057073296119,421951616,1309.7938761784385,225905389,817.1725286359771,196046227
B2_03_056,1037.4145664834953,428925277,1322.777564950895,227893410,833.5622170069494,201031867
B2_03_057,1029.3532591560347,427687015,1308.7069419554107,227111694,828.9880678812326,200575321
B2_03_058,1017.0109596461572,420551321,1303.6325203910922,225198607,811.3665074552478,195352714
B2_03_059,1029.2458192568586,426827212,1322.3669443432693,225095946,825.1543744401314,201731266
B2_03_060,1035.4862356666924,427680667,1324.3938829140668,228804936,827.7452572608236,198875731
B2_03_061,1036.6562943200506,430526469,1326.9737979982428,231088506,827.0080901988754,199437963
B3_03_001,2026.875846408267,739057713,2761.7557558954322,455222963,1420.6085646502968,283834750
B3_03_002,2043.742133827502,742223787,2744.9419567216923,453618128,1458.2450824352115,288605659
B3_03_003,2081.2993532354867,750441620,2755.707834414619,454066247,1513.733384067705,296375373
B3_03_004,2053.2781600053395,738334187,2720.213975255057,448734658,1487.9873037893385,289599529
B3_03_005,2046.6412592059362,739205890,2744.272762013369,452415319,1460.8172848687361,286790571
B3_03_006,2034.544350564792,739009579,2748.0231028708713,452951152,1441.804947505834,286058427
B3_03_007,2000.5738609099483,725436090,2707.990184332638,445277534,1413.6356599708351,280158556
B3_03_008,1973.5913163373793,712829606,2669.4565272727273,440460327,1388.3358428821923,272369279
B3_03_009,1943.133325194161,700299421,2609.172263055393,432733829,1375.3332990655167,267565592
B3_03_010,1944.5305770338532,702146657,2617.37381296698,434379358,1372.264867164118,267767299
B3_03_011,1904.0852629883832,685790581,2572.343047611011,426769718,1333.3652302829698,259020863
B3_03_012,1885.585799997782,680085544,2560.659162571971,424723732,1310.8182392164713,255361812
B3_03_013,1844.261879303945,665789604,2516.9704663462117,417852335,1271.5253395011077,247937269
B3_03_014,1826.3924226038519,660330354,2459.8360186610234,409159284,1286.6513500637766,251171070
B3_03_015,1783.941243367238,643148281,2405.1430944313715,399645792,1252.855498615956,243502489
B3_03_016,1787.4675460746785,644870029,2415.895611806216,401236775,1251.384265322999,243633254
B3_03_017,1734.007741699685,626255970,2350.696785492889,390575323,1208.5691202412208,235680647
B3_03_018,1712.556838419929,619267403,2315.228197256068,386105976,1196.7060861442444,233161427
B3_03_019,1683.2366067355465,608814898,2289.740761407614,381619644,1164.936593719876,227195254
B3_03_020,1656.2634821524946,598426215,2235.1337831661494,371666986,1162.706850846293,226759229
B3_03_021,1654.6074454343538,598201812,2227.0807073725314,374154013,1157.6603663420053,224047799
B3_03_022,1646.3024989245414,597008553,2235.981598028189,373757740,1142.0647278493964,223250813
B3_03_023,1635.2466067525968,593354137,2228.009848046784,373746424,1125.5930836886994,219607713
B3_03_024,1664.155490894191,601089635,2281.539268302921,380476333,1134.637806979196,220613302
B3_03_025,1622.2449967114535,587028819,2245.147105189021,374564627,1089.3979459465002,212464192
B3_03_026,1626.1609372412652,589223154,2254.500777985108,378172215,1084.5427725733432,211050939
B3_03_027,1633.4665366996442,594062377,2299.404105659475,384759289,1065.9585234680574,209303088
B3_03_028,1644.8399619258269,597900971,2318.6997527523513,387313288,1071.9003318707944,210587683
B3_03_029,1649.3174793121905,600920577,2329.2428249994014,389235110,1073.254343759031,211685467
B3_03_030,1647.4108206263388,600585031,2329.9290159958905,390072056,1067.8078317989298,210512975
B3_03_031,1630.1438140983319,592563797,2321.8959520975277,388158312,1041.12689794276,204405485
B3_03_032,1624.1303203617324,591225664,2328.902249852337,390349635,1022.712262301759,200876029
B3_03_033,1618.4093788702187,589358341,2332.7463673021402,391070932,1009.0192046408671,198287409
B3_03_034,1605.0370457440586,587151442,2317.2082808152395,389745164,998.9084110068717,197406278
B3_03_035,1616.410448559524,589289908,2342.7807812276774,393568429,995.6580389164441,195721479
B3_03_036,1605.6519609994843,585272985,2335.405048910574,390582482,986.9540463541244,194690503
B3_03_037,1587.3794426698855,579947492,2316.269422500357,389374155,966.1757560394433,190573337
B3_03_038,1607.3097912443154,586700220,2354.414010389085,395685173,969.8213689143425,191015047
B3_03_039,1592.4805855723698,580782447,2329.231460741272,389948285,967.2872247678521,190834162
B3_03_040,1577.9631507664749,577884821,2304.338983755284,388105989,959.4577902708825,189778832
B3_03_041,1576.8958245085687,577019297,2294.875982205962,386390564,964.9644798785117,190628733
B3_03_042,1561.0801165769465,570991591,2291.0973512928213,385092225,940.381748741685,185899366
B3_03_043,1584.7592937134027,578359489,2301.890037080174,387371263,971.1249269069035,190988226
B3_03_044,1541.695825786267,561763125,2259.992550208367,377990534,932.2547951320722,183772591
B3_03_045,1539.1529886883352,561007412,2256.1505411728103,377086233,931.9354003465853,183921179
B3_03_046,1569.4206441982099,571931410,2300.8418283341684,385685514,946.400276431192,186245896
B3_03_047,1543.8696243176125,564481963,2279.7982083080187,382746202,919.0549352186182,181735761
B3_03_048,1561.5900112028478,572902089,2299.879004025645,385632212,940.128702383582,187269877
B3_03_049,1585.018473812134,579737942,2323.8980517779314,390294030,957.6919211578612,189443912
B3_03_050,1558.2987842735042,569752993,2296.021418618776,385589245,931.5926085175049,184163748
B3_03_051,1572.1124434612682,572802313,2310.5846489915616,386075589,946.5924709269905,186726724
B3_03_052,1546.3039171359283,564300420,2286.004427323596,381575287,922.7749789159517,182725133
B3_03_053,1533.3146955031393,560937115,2253.4651449980015,377732588,924.2950759295696,183204527
B3_03_054,1553.0431745179078,566655757,2272.801508306485,378823737,947.7323390063121,187832020
B3_03_055,1520.362387645913,554976362,2248.006956979093,376123036,904.601704473611,178853326
B3_03_056,1535.2269844052125,560545147,2267.0799423838675,377740860,920.9191192028292,182804287
B3_03_057,1538.8820904089798,560308508,2276.0940441888583,378380150,919.4802284443546,181928358
B3_03_058,1513.8529613487628,554017199,2237.9388827334787,375691752,900.2198333089337,178325447
B3_03_059,1536.8131897120247,559277056,2276.9941237094763,377801142,916.5496492406527,181475914
B3_03_060,1531.703215933213,558492690,2271.215507726269,378620710,908.8207237340716,179871980
B3_03_061,1531.0313283827024,557904754,2273.1519972551287,377634195,909.2175266051344,180270559
B4_03_001,1816.9988531820409,719309872,2442.189538668365,414185577,1348.4249520509807,305124295
B4_03_002,1833.2342471543734,728622618,2469.1003079040365,423406259,1350.6941585166173,305216359
B4_03_003,1865.7915785658188,741226752,2546.7870467468306,437150903,1347.7105671382476,304075849
B4_03_004,1838.6636831737044,729879613,2523.191584919729,433151253,1317.0717373742755,296728360
B4_03_005,1821.119923274307,716811013,2475.5797248268386,420313828,1324.6771375979556,296497185
B4_03_006,1785.464707049938,701630495,2421.063145215782,412052842,1299.8776916412671,289577653
B4_03_007,1724.41412066297,680745238,2316.07383193405,396416881,1271.5368588166898,284328357
B4_03_008,1680.8975132124851,662818231,2245.7363021901306,384418403,1247.60730818698,278399828
B4_03_009,1653.1709305216584,651623773,2208.1016271800413,377927634,1227.2764078901937,273696139
B4_03_010,1607.976236449607,634568526,2125.1500677506774,363859694,1211.6480561448739,270708832
B4_03_011,1551.5738518679036,615760702,2045.952407728382,352941112,1171.4452096008558,262819590
B4_03_012,1464.9088366367105,594972724,1938.8858060305138,332701171,1118.1617737342042,262271553
B4_03_013,1403.704347379541,574025241,1862.6238013678678,319726826,1071.7138889591288,254298415
B4_03_014,1405.2815874657251,573491200,1828.6275485929793,315163958,1095.7816727254217,258327242
B4_03_015,1339.110421253486,547401558,1746.4857522232123,299890815,1044.045164066158,247510743
B4_03_016,1336.7250056293628,546148409,1740.668323442998,299781380,1042.382183202877,246367029
B4_03_017,1293.3603406921534,528441168,1689.8322022836614,292582617,1001.7905044661629,235858551
B4_03_018,1280.4588851631459,523537383,1652.4216772014643,285735104,1007.858846016919,237802279
B4_03_019,1251.3249461681512,511391479,1605.212389380531,277525170,991.8415072734213,233866309
B4_03_020,1242.7445669707013,508486338,1585.2109146925447,274758267,991.0534816272187,233728071
B4_03_021,1222.2382052208561,500614102,1545.2917837038065,267369475,985.9600576583279,233244627
B4_03_022,1205.5952157312418,494155395,1517.3672346243552,264134184,975.4473328216241,230021211
B4_03_023,1192.709118139199,488979728,1503.110384781669,260752074,965.0258732595064,228227654
B4_03_024,1194.3020312420074,490305173,1498.5456605340082,259912255,971.7366023602453,230392918
B4_03_025,1146.0718181884565,470855584,1451.8512128568036,250602586,924.5237791415163,220252998
B4_03_026,1155.3092415101682,474924523,1454.8783926074673,252853500,935.8909951408234,222071023
B4_03_027,1138.9710890386662,468770887,1429.5765076041691,248534735,926.4441322216707,220236152
B4_03_028,1144.7644640035342,471609761,1432.926747872518,249038370,934.490712672248,222571391
B4_03_029,1147.239411958715,473066466,1448.006252801692,251955984,927.6714159848962,221110482
B4_03_030,1138.9856623366568,470762137,1432.9838840760146,248612673,926.3020548402162,222149464
B4_03_031,1110.486104965362,459258186,1396.8334943972757,242831122,902.8289720132988,216427064
B4_03_032,1099.530561191135,455787304,1385.2468783569934,239849956,894.5839102173724,215937348
B4_03_033,1085.6372486650089,450522088,1351.3905253148143,234486527,894.6720324348053,216035561
B4_03_034,1075.2989367722669,446512507,1328.6008777487243,230679656,893.2776437283492,215832851
B4_03_035,1076.9107093854561,447381016,1334.714795101326,231703819,891.8472203843991,215677197
B4_03_036,1067.5361009568928,443015739,1315.6175010498098,228708262,888.6968873886576,214307477
B4_03_037,1037.784782995247,431890742,1276.1676507887323,222393908,866.0508476678283,209496834
B4_03_038,1041.9512417204621,433698659,1267.2872292328384,221439434,878.9129075535607,212259225
B4_03_039,1036.4297156482232,432064747,1240.963249028798,216580352,889.1380925265729,215484395
B4_03_040,1028.4620408652406,429100075,1227.5504678627296,214228425,885.3093017123457,214871650
B4_03_041,1023.4431137867889,427548478,1216.0540895734814,211894993,885.6151363205164,215653485
B4_03_042,996.034818758382,416650329,1184.2696568865526,207264954,860.6269575082,209385375
B4_03_043,1028.9368104624516,430596679,1212.8571534702974,212231809,896.7682811640151,218364870
B4_03_044,985.5529289577041,412784061,1164.2595025034318,204396234,856.5901568588763,208387827
B4_03_045,977.9766749604378,410351189,1155.7392785411055,202550243,850.4720794316024,207800946
B4_03_046,988.5561721056231,414915808,1162.559523333238,203407227,864.1680258545315,211508581
B4_03_047,968.0450381570298,406427901,1145.6308435436924,201123514,840.4228919262998,205304387
B4_03_048,982.9516171599898,413412740,1153.8693172458063,203123693,859.9161180309635,210289047
B4_03_049,996.4370240201375,419604613,1160.2538875105738,204368280,878.6447518819092,215236333
B4_03_050,969.0987899923321,408220267,1129.3873471267505,198637776,854.1975374557785,209582491
B4_03_051,986.0653808131885,415943085,1143.9332280494455,201368854,873.001765742161,214574231
B4_03_052,966.7360965745218,408258454,1128.5607370764003,198250879,851.4775643754638,210007575
B4_03_053,965.9085830598871,408575467,1138.1333310439954,198858070,844.704808819324,209717397
B4_03_054,976.7159399256872,413225073,1139.2163657161068,200184239,861.2756321885549,213040834
B4_03_055,939.9354917982429,397782580,1099.7995831429876,192596903,827.0881281189285,205185677
B4_03_056,953.0105640027247,404334745,1110.2302528054397,193319953,843.5698974594735,211014792
B4_03_057,950.1785223023111,402718914,1105.8530726766733,193913548,840.3205289697887,208805366
B4_03_058,932.4062164629185,395313196,1086.930188216086,190398648,823.6115273311897,204914548
B4_03_059,948.8944787560176,402690890,1099.1868574110965,192010357,843.7515088407857,210680533
B4_03_060,950.5090131320428,403957776,1103.4834939405955,192035922,844.4312889498095,211921854
B4_03_061,947.5823656551958,402464763,1098.8352958086587,191120423,842.6875014952273,211344340
B5_03_001,3213.1628250027597,1280805260,5088.70726267421,871558159,1800.1623170683429,409247101
B5_03_002,3316.528786227608,1320794323,5257.805501738988,900998582,1850.2822656711419,419795741
B5_03_003,3381.028244124037,1352333534,5351.18609104614,919349824,1897.6031887945164,432983710
B5_03_004,3424.170934820453,1372935033,5434.031942713014,937180319,1907.1146269623482,435754714
B5_03_005,3456.6009012060917,1387693911,5487.36248678563,949900858,1917.1599176720458,437793053
B5_03_006,3486.150007586442,1401547346,5512.807320822245,961168982,1934.1902222846877,440378364
B5_03_007,3464.817161220731,1394065720,5467.096789185592,952838431,1934.6728272451032,441227289
B5_03_008,3472.056362185582,1396777026,5492.357999839418,957680495,1926.495693758912,439096531
B5_03_009,3483.307824786591,1397590182,5504.923568561469,958643905,1932.985780466968,438946277
B5_03_010,3463.2071877298663,1393622278,5454.897327561925,948939394,1946.5472691696543,444682884
B5_03_011,3442.482211888204,1386525118,5438.852638293471,946436503,1923.8426045332342,440088615
B5_03_012,3436.3082549660235,1383062528,5438.585910573698,943627287,1919.1071713999975,439435241
B5_03_013,3410.8336244638863,1376609040,5429.548288934014,943867245,1883.4514058147631,432741795
